분류	가수	앨범	제목	발매년도	작사가	가사
TEDDY	2NE1	New Single 'I Love You'	I Love You	2012.07.05	TEDDY	그대 나에게만 잘해줘요 항상 나에게만 웃어줘요 I said Ooh 질투하게 하지 마요 Ooh 집착하게 하지 마요 아직 난 사랑이 두려워요 이런 내게 믿음을 줘봐요 I said Ooh 질투하게 하지 마요 Ooh 집착하게 하지 마요 I LOVE YOU I LOVE YOU 하루 종일 그대 모습 자꾸 떠올라 온종일 울리지 않는 전화기만 또 쳐다봐 왜 이런 내 맘을 아직 몰라 난 너의 마음을 아직 잘 몰라 너의 생각에 밤엔 잠도 못 이루다 달빛에 그대를 떠올리며 내 맘 고백해봐 왜 이런 내 맘을 아직 몰라 난 너의 마음을 아직 잘 몰라 Look at me now 내 맘을 바라봐요 이렇게 애타는데 지금 날 잡아줘요 늦기 전에 eh eheheh I LOVE YOU I LOVE YOU 멈추지 마요 사랑 노래 멋진 널 위해 불러줄게 Everyday I say yeah yeahyeahyeahyeahyeah I say yeah yeahyeahyeahyeahyeah 멈추지 마요 사랑의 Dance 이 밤을 그대와 보내고 싶은데 I say yeah yeahyeahyeahyeahyeah I say yeah yeahyeahyeahyeahyeah 내 맘을 바라봐요 이렇게 애타는데 지금 날 잡아줘요 늦기 전에 eh eheheh WE CAN'T GO WRONG, BRING IT BACK 밀고 당기지는 말아줘요 우리 조금만 솔직해져요 I said ooh 질투하게 하지 마요 Ooh 집착하게 하지 마요 어디서 무얼 할까 궁금해요 혹시 이런 내가 귀찮나요? I said ooh 질투하게 하지 마요 Ooh 집착하게 하지 마요 I love you everyday Don't get away Take me away I love you everyday In everyway 널 사랑해 왜 이런 내 맘을 아직 몰라 난 너의 마음을 아직 잘 몰라 I love you everyday Don't get away Take me away I love you everyday In everyway 널 사랑해 왜 이런 내 맘을 아직 몰라 난 너의 마음을 아직 잘 몰라
TEDDY	2NE1	Falling In Love	Falling In Love	2013.07.08	TEDDY, CHOICE37	Touch me over here Touch me touch me over there Touch me over here Touch me over there Touch me over here Touch me Touch me over there Touch touch touch Yeah yeah Oh my 내 맘이 왜 이리 설레는지 몰라 이름도 모르는 그대 앞에서 난 오 천국 같은 너의 눈빛에 정말 Alright Alright Alright Alright Tonight I drop it low 기분은 짜릿해 심장은 터져 Blow 넌 내 Johnny Depp 입술이 말라와 내 뼛속 끝까지 저려와 눈부신 널 쳐다볼 수 없어 boy I'm so blind 진흙 속 진주 난 너의 신부 널 내 걸로 만들겠어 That's what a queen do Yeah in the club it's getting ugly I don't care Can't nobody stop the fire let them haters sit n stare I keep falling in love, falling in love 너만 보면 내 마음이 oh oh oh oh Falling in love falling in love 널 갖고싶어 나 어떡해 Boy Falling in love falling in love 너만 보면 내 마음이 oh oh oh oh Falling in love falling in love 널 갖고싶어 나 어떡해 Boy Touch me over here Touch me touch me over there Touch me over here Touch me over there Touch me over here Touch me Touch me over there Touch touch touch Yeah yeah Oh my 내가 이래도 되나 싶어 lost my mind 네게 반해 정신을 놔버렸나 봐 니 손끝이 내 몸에 닿는 이 순간 Alright Alright Alright Alright 두근 두근대 난 자존심을 잃지 사랑 속에서 난 길을 잃은 길치 놓치지 않겠어 방아쇠를 잡아 니 심장을 향해 쏴 blakah blakah You mine boy 내게 넘어와 boy gimme gimme 굳이 밀 당하겠다면 넌 silly silly 끝없는 매력에 나 사고치겠어 같이 함께하겠어? 너와라면 난 yes sir I keep falling in love, falling in love 너만 보면 내 마음이 oh oh oh oh Falling in love falling in love 널 갖고싶어 나 어떡해 Boy Falling in love falling in love 너만 보면 내 마음이 oh oh oh oh Falling in love falling in love 널 갖고싶어 나 어떡해 Boy 난 너밖에 없어 내가 기다리고 기다렸던 그 somebody 넌 rollercoaster 내 마음을 들었다 놨다 어떡하니 너는 어떨지 만약 너도 나와 같다면 말해 tell me Yeah yeah I just keep falling in love again Falling in love falling in love 너만 보면 내 마음이 oh oh oh oh Falling in love falling in love 널 갖고싶어 나 어떡해 Boy Falling in love falling in love 너만 보면 내 마음이 oh oh oh oh Falling in love falling in love 널 갖고싶어 나 어떡해 Boy Touch me over here Touch me touch me over there Touch me over here Touch me over there Touch me over here Touch me Touch me over there Touch touch touch Yeah yeah
TEDDY	2NE1	DO YOU LOVE ME	DO YOU LOVE ME	2013.08.07	TEDDY	D.O.Y.O.U.L.O.V.E.M.E D.O.Y.O.U.L.O.V.E.M.E D.O.Y.O.U.L.O.V.E.M.E D.O.Y.O.U.L.O.V.E. DO YOU? Do you love me? Do you love me? Do you love me like the way I love you babe? X2 예감이 딱 맞아들었어 널 만났던 첫날부터 아무도 가질 수 없었던 내 맘을 사로잡았어 난 월 화 수 목 금 토 일 그대만 생각해 아침 점심 저녁 새벽 온종일 애타게 결론은 결국L O V E is What I say 난 너란 바다에 푹 빠진 것 같애 나 혼자만의 착각일까 넌 나와 같다 믿고 싶어 누구도 헤아릴 순 없지만 너에게 묻고 싶어 D.O.Y.O.U.L.O.V.E. DO YOU? Do you love me? Do you love me? Do you love me like the way I love you babe? X2 기막힌 우리의 만남이 뻔한 착각은 아니겠죠 꽉 막힌 답답한 내 맘을 흔들어줘요 ROCK N ROLL 널 첨 본 순간부터 이미 내 심장은 K.O 아무리 멋진 누가 날 원한대도 I SAY NO 넌 나의 맘의 열쇠 너에게만 날 열게 이번이 마지막 사랑이야 날 떠나가지마 나 혼자만의 착각일까 넌 나와 같다 믿고 싶어 누구도 헤아릴 순 없지만 너에게 묻고 싶어 D.O.Y.O.U.L.O.V.E.M.E D.O.Y.O.U.L.O.V.E.M.E D.O.Y.O.U.L.O.V.E.M.E D.O.Y.O.U Do you love me? 삶의 끝까지 같이 할 수 있을 것 같아 우주 끝까지 함께 해 손을 놓지마 삶의 끝까지 같이 할 수 있을 것 같아 우주 끝까지 함께 해 손을 놓지마 Do you love me? Do you love me? Do you love me? Do you love me like the way I love you babe? X2
TEDDY	2NE1	그리워해요	그리워해요	2013.11.21	TEDDY	그렇게 너무 편하게 굴지 마요 아직 너와 난 남남이니까 어린애처럼 보채지 좀 마요 아직 시작도 안 했으니까 아이들의 불장난 같은 사랑은 싫어 조금 움츠려 있을 뿐이야 난 괜찮아 아냐 사실 난 나를 떠나 보낸 그가 아직 너무 미워요 차갑게 식어버린 내 가슴은 아직도 그를 그리워해요 그리워해요 그리워해요 그리워해요 그리워해요 그렇게 너무 밝히지 좀 마요 세상은 원래 어두우니까 어쩜 그렇게 해맑게 웃어요 (what?) 자세히 보니 슬픈 표정이야 I know I've been there before 어른들의 계산적인 사랑은 싫어 살짝 지쳐있을 뿐이야 난 괜찮아 아냐 사실 난 나를 떠나 보낸 그가 아직 너무 미워요 차갑게 식어버린 내 가슴은 아직도 그를 그리워해요 그리워해요 그리워해요 그리워해요 그리워해요 나의 젊은 날의 사랑은 이렇게 끝이 나네요 그대 꼭 행복해야 해요 오랜 시간이 지나가도 우리 서로 기억해요 그땐 서로가 있었음을 그땐 서로가 있었음을
TEDDY	2NE1	CRUSH	Come Back Home	2014.02.27	TEDDY	One two three 넌 나를 떠났지만 어딘가에서 너의 숨소리가 들려와 또 다시 Four five six 빨간 눈물이 내려와 나를 안던 너의 향기가 그립다 나를 위한 거라 했던 너의 말 거짓말처럼 차갑게 돌아섰던 너는 왜 너는 왜 you're gone away Come Back Home Can you come back home 차가운 세상 끝에 날 버리지 말고 내 곁으로 Come back home Can you come back home 모든 아픔은 뒤로 해 여전히 널 기다려 이렇게 Now you gotta do what you gotta do COME BACK HOME COME BACK HOME Come baby baby come come baby Come Come baby baby come come 내게 돌아와 Come baby baby come come baby Come Come baby baby come come 아무 대답 없는 니가 너무 밉지만 가끔은 너도 나를 그리워할까 yeah 너 없는 시간 속에 갇혀버린 난 앞을 볼 수가 없어 너무 두려워 아직도 못다 한 많은 날들이 기다리고 있을 것만 같아 너는 어디에 어디에 too far away Come Back Home Can you come back home 차가운 세상 끝에 날 버리지 말고 내 곁으로 Come back home Can you come back home 모든 아픔은 뒤로 해 여전히 널 기다려 이렇게 Now you gotta do what you gotta do Come back home Come back home Come baby baby come come baby Come Come baby baby come come 내게 돌아와 Come baby baby come come baby Come Come baby baby come come Come Back Home Can you come back home 차가운 세상 끝에 날 버리지 말고 내 곁으로 Come back home Can you come back home 모든 아픔은 뒤로 해 여전히 널 기다려 이렇게 Now you gotta do what you gotta do
TEDDY	2NE1	CRUSH	너 아님 안돼	2014.02.27	TEDDY, MASTA WU	새로운 만남은 싫어 왠지 몰라도 여전히 네가 많이 미워 아직도 운명 같던 만남이 이젠 님에서 남이 되어 떠나갔어 아직도 맴도는 너의 향기 We used to be all turnt up 우린 멀어졌어 점점 넌 아니라 했지만 두고 봐 사랑의 역전 오늘도 외쳐 그 전처럼 let's go 앞으로 rewind 처음으로 X O 아직도 널 잊지 못하고 있는 내 모습이 나 싫은데 잊으려 잊으려 해도 그게 안돼 everyday 너 아니면 안 된다고 끝이란 있을 수 없다고 It ain't over til it's over It ain't over til it's over It ain't over til it's over 너의 사랑이 날 망쳐도 날 아프게 한대도 내겐 오직 너 하나뿐 내 사랑은 너로 시작해 너로 끝나 이 자리에 Waiting for you 너 아님 안돼 No My one and only oh oh oh 너 아님 안돼 No 내 곁엔 너 아니면 안돼 난 다시 날 가둬 너라는 감옥에 너 없는 현실이 가혹해 죽을 만큼 힘들어도 I don't care 난 여우니까 목숨이 아홉 개 수백 번 날 부숴도 매섭게 몰아치는 너란 파도 I'm Okay 아파도 사랑 앞에 난 desperado 누가 뭐라 하던 간에 난 아무도 상관 안 해 우리 같이 춤추던 그 노래는 아직 안 끝났기에 널 향해 지금 외쳐 그전처럼 let's go 앞으로 rewind 처음으로 X O 마지막이라고 차갑게 말하던 네 모습이 싫은데 지우려 지우려 해도 자꾸 난 널 그리네 너 아니면 안 된다고 끝이란 있을 수 없다고 It ain't over til it's over It ain't over til it's over It ain't over til it's over 너의 사랑이 날 망쳐도 날 아프게 한대도 내겐 오직 너 하나뿐 내 사랑은 너로 시작해 너로 끝나 이 자리에 Waiting for you 너 아님 안돼 No My one and only oh oh oh 너 아님 안돼 No 내 곁엔 너 아니면 안돼 난 눈을 감아도 생각나 니 얼굴 표정 하나하나 넌 나의 첨이자 마지막 사랑이야 don't say good bye 너의 사랑이 날 망쳐도 날 아프게 한대도 내겐 오직 너 하나뿐 내 사랑은 너로 시작해 너로 끝나 이 자리에 Waiting for you 너 아님 안돼 No My one and only oh oh oh 너 아님 안돼 No 내 곁엔 너 아니면 안돼 난
TEDDY	2NE1	CRUSH	착한 여자	2014.02.27	TEDDY, G-DRAGON	모두 나쁜 남자라 해도 솔직한 니가 좋았어 It felt right But they were right 우리 처음 만난 순간부터 너의 무관심에 길들여졌어 And it's so wrong It's been so long 지금 니 눈빛에 담겨있는 그녀에겐 그토록 그리워했던 설렘을 느낄 수 있니 아름다운 그녀에겐 너를 위한 눈물 따윈 없을거야 이런 기나긴 기다림도 착한 여잔 나쁜 남잘 좋아해 왜 나쁜 남잔 나쁜 여잘 좋아해 왜 그래서 난 너를 이렇게 사랑해 근데 너는 이런 내 맘을 몰라 왜 Cuz I'm so good to you yeah You love her but her kiss is a lie Cuz I'm so good to you yeah you kiss her but your love is a lie Cuz I'm so good to you yeah You love her but her kiss is a lie Cuz I'm so good to you yeah 지금 니 눈앞에 웃고 있는 그녀에게 내게 처음 고백했던 그 말을 해줄 수 있니 너를 가진 그녀에게 어리석은 눈물 따윈 없을거야 이런 널 향한 그리움도 착한 여잔 나쁜 남잘 좋아해 왜 나쁜 남잔 나쁜 여잘 좋아해 왜 그래서 난 너를 이렇게 사랑해 근데 너는 이런 내 맘을 몰라 왜 Cuz I'm so good to you yeah You love her but her kiss is a lie Cuz I'm so good to you yeah you kiss her but your love is a lie Cuz I'm so good to you yeah You love her but her kiss is a lie Cuz I'm so good to you yeah 날 사랑한단 말을 믿었어 다른 남자와 다를 꺼라 믿고 싶었어 어리석게도 바보같이 내 맘 주고 너 땜에 난 깊은 슬픔에 잠겨 홀로 눈물을 삼켜 꼭 나여야만 했니 도대체 왜 그랬니 널 사랑한 게 죄니 왜 나만 아파야 되니 달콤하게 날 녹이고 가볍게 또 날 속이고 뜨겁게 날 적시고 차갑게 날 버리고 cuz I was good to you 내겐 널 자를 수 있는 그런 날이 없어 maybe I was too good for you 진심으로 착하게 살아봐야 다 필요 없어
TEDDY	2NE1	CRUSH	멘붕 (CL Solo)	2014.02.27	TEDDY, CL	자 지켜봐라 이 진동의 힘 척추를 타고 내려온 이 느낌 꽃 한 송이 피우리라 못다 핀 Fire Fire 다 같이 불조심 이건 말로 하는 요가 뻣뻣한 자들은 한 번에 녹아 꼬리가 길면 반드시 잡힌다 세상은 요지경 짜가가 판친다 수리수리 마수리 수수리 사바하 네 영혼을 확 깨우는 자장가 저 위로 올라가 자신을 내려 봐 월화 수목 금토 일 Karma karma karma is looking for you What u gonna do when they come for you Karma karma karma is gonna find you What u gonna do 보름달이 떴다 강강수월래 2ne1이 떴다 everybody sqalay 이 세상을 멱살을 흔드는 막춤 숨겨진 내 눈은 감별해 짝퉁 빠르디 빠른 난 뛰어 산토끼처럼 대박을 터뜨려 쌍코피처럼 헝클어진 머리에 풀리는 동공 멘탈은 붕괴 미션은 성공 비비디 바비디 부 하쿠나 마타타 지금 너의 무의식을 따라가 돌고 도는 이 세상을 바라봐 월화 수목 금토 일 Karma karma karma is looking for you What u gonna do when they come for you Karma karma karma is gonna find you What u gonna do How beautiful is this life How painful is this life How beautiful is this life How painful is this life
TEDDY	2NE1	CRUSH	Happy	2014.02.27	TEDDY	가끔은 내 생각할까 아님 너무 희미해 그 의미조차 어색해 널 보낸 후로 매일매일 홀로 지난 시간에 집착해 이제 초라해 혹시 부담이 됐다면 내가 짐이 됐다면 진작 떠나야 했어 미안해 나 땜에 힘들었는지 많이 불편했는지 바보처럼 눈치도 못 챈 채 OH NO I DIDN'T CRY CRY CRY 어차피 누굴 원망해봤자 달라질 건 없어 다 끝이니까 널 위한 슬픈 BYE BYE BYE 내가 없어야 행복하니까 OOH OOH 너 없이 I'M NOT HAPPY BUT I HOPE YOU'RE HAPPY 멀리서 난 널 지켜볼게 너 없이 I'M NOT HAPPY BUT I HOPE YOU'RE HAPPY 모든 기억들은 뒤로한 채 행복하게 날 잊고 살아줘 I Hope you're H A P P Y 행복하게 날 잊고 살아줘 I Wish you're H A P P Y I thought we had it together but well…. 난 노력했어 in everyway 밤낮을 샜어 널 기다릴 땐 나란 여자 안에서 사랑 안에서 행복하지 않단 너의 말 WAIT 제대로 먹었어 POW 너무 아파 내 맘 OUCH Thought you was happy but you turned me out Cool한 척 하느라 참은 눈물이 널 향한 내 진실된 맘 아쉽기라도 했다면 미련이 남았다면 이렇게 차갑진 못할 텐데 사랑하기는 했는지 다 거짓이었는지 바보처럼 눈치도 못 챈 채 OH NO I DIDN'T CRY CRY CRY 어차피 누굴 원망해봤자 달라질 건 없어 다 끝이니까 널 위한 슬픈 BYE BYE BYE 내가 없어야 행복하니까 OOH OOH 너 없이 I'M NOT HAPPY BUT I HOPE YOU'RE HAPPY 멀리서 난 널 지켜볼게 너 없이 I'M NOT HAPPY BUT I HOPE YOU'RE HAPPY 모든 기억들은 뒤로한 채 행복하게 날 잊고 살아줘 I Hope you're H A P P Y 행복하게 날 잊고 살아줘 I Wish you're H A P P Y 너라도 행복해야 HAPPY ENDING 나 비꼬는 거 아냐 다 진심인 거 알아줘 너라도 행복해야 HAPPY ENDING 나 비꼬는 거 아냐 다 진심인 거 알아줄래 너 없이 I'M NOT HAPPY BUT I HOPE YOU'RE HAPPY 멀리서 난 널 지켜볼게 너 없이 I'M NOT HAPPY BUT I HOPE YOU'RE HAPPY 모든 기억들은 뒤로한 채 행복하게 날 잊고 살아줘 I Hope you're H A P P Y 행복하게 날 잊고 살아줘 I Wish you're H A P P Y
KENZIE	엑소	The 1st Album XOXO (KISS＆HUG)	늑대와 미녀	2013.06.03.	Kenzie	촉이 와 단번에 느껴 널 한입에 치즈처럼 집어넣을 테다 향길 맡고 색깔 음미하고 와인보다 우아하게 잡아먹을 테다 아 그런데 발톱에 힘이 빠져 입맛까지 으 없어져 혹시 내가 아픈 건가 병이라도 걸린 거니? Yeah! 큰일났지 헤이 정신차려, 어쩌다 인간에게 맘을 뺏겨버렸나 그녀는 한입거리뿐이라고 Hey 확 물어 그 다음 막 막 흔들어 정신 잃게 Hey 자 안 해본 스타일로 저 큰 보름달이 지기 전에 해치워라 그래 Wolf, 내가 Wolf! Awouuuu 아 사랑해요 난 늑대고 넌 미녀 그래 Wolf, 내가 Wolf! Awouuuu 아 사랑해요 난 늑대고 넌 미녀 거부할 수 없이 강렬한 이 느낌에 빠져버려 나를 놨어 난 단순한 게 좋아 내 속에 숨어있던 것이 지금 눈 떴어 Yeah! 그녈 좀 봐 공포에 빠져, 눈앞의 시추에이션 이해 못해 못해 저 더러운 늑대 놈이 결국 날 잡아먹겠지 그게 아닌데, 사랑에 빠진 겁니다 너무 아름다 아름다 아름다운! 그대 내 님아 내 님아 내 님아 whoo! 나를 두려워 두려워 두려워마! 나는 특별한 특별한 특별한 Wolf! 그대 사랑한 사랑한 사랑한 Wolf! 네게 눈이 먼 눈이 먼 눈이 먼 Wolf! Hey 확 물어 그 다음 막 막 흔들어 정신 잃게 Hey 자 안 해본 스타일로 저 큰 보름달이 지기 전에 해치워라 그래 Wolf, 내가 Wolf! Awouuuu 아 사랑해요 난 늑대고 넌 미녀 그래 Wolf, 내가 Wolf! Awouuuu 아 사랑해요 난 늑대고 넌 미녀 널 못 끊겠어 큰일났어 널 못 끊겠어 큰일났어 저 노란 달이 나를 놀려 널 가질 수 없다고 난 그냥 거친 야수인데 그딴 말 할거면 꺼져, 필요하다면 날 바꿔 그녈 절대 보낼 수가 없어 거부할 수 없이 강렬한 이 느낌에 빠져버려 나를 놨어 난 단순한 게 좋아 내 속에 숨어있던 것이 지금 눈 떴어 거부할 수 없이 강렬한 이 느낌에 빠져버려 나를 놨어 난 단순한 게 좋아 내 속에 숨어있던 것이 지금 눈 떴어 그래 Wolf, 내가 Wolf! Awouuuu 아 사랑해요 (아 사랑해요)난 늑대고 넌 미녀 그래 Wolf, 내가 Wolf! Awouuuu 아 사랑해요 난 늑대고 넌 미녀 
KENZIE	엑소	The 1st Album XOXO (KISS＆HUG)	Baby	2013.06.03.	KENZIE	내가 눈감아 기도한 이 순간이 그대 에인 맘을 안아줄게 천천히 오늘이 한번의 Chance 나 내딛는 첫 걸음 약속 할게 잘 할거야 기대만큼 나 역시 행복하게 우리 둘 만의 꿈 그 첫 걸음 내 눈이 왜 이리 눈부셔 하게 돼 심장이 왜 이리 미친 듯 뛰게 해 숨 가빠 오지만 내겐 너무 소중해 잊지마 ** 맨 처음 네 꿈, 네 말, 그 눈물보다 진한 또 천국의 넥타보다 달콤했던 Yes, you are my baby baby baby, baby baby baby *** 약속해 나 멈추지 않을게 그대만 보며 내가 눈 감아 기도한 이 순간이 그 얼마나 손 꼽아왔던 그 날인지 오늘이 한번의 Chance 나 내딛는 첫 걸음 쉽지 않을 거야 알아 떨어진 시간만큼 멀어져서 낯선 그 얼굴 날 슬프게 해 내 눈이 왜 이리 눈부셔 하게 돼 심장이 왜 이리 미친 듯 뛰게 해 숨 가빠 오지만 내겐 너무 소중해 잊지마 맨 처음 네 꿈, 네 말, 그 싱그럽던 여름 또 천국의 남쪽 보다 찬란했던 Yes, you are my baby baby baby, baby baby baby *** 약속해 나 멈추지 않을게 그대만 보며 너무 바보 같다는 걸 나도 잘 알아 너 밖에 모르게 된 이런 내가 낯설어 지금 내딛는 첫 걸음을 따라 girl, please come closer 나의 천국인 그대만 바라볼 수 있게 ** 맨 처음 네 꿈, 네 말, 그 눈물보다 진한 또 천국의 넥타보다 달콤했던 Yes, you are my baby baby baby, baby baby baby  가슴 깊숙이 빠졌어 너만이 전부란걸, 천국이란걸 baby baby baby, baby baby baby 약속해 그대도 나만 보며 나만 사랑해
KENZIE	엑소	겨울 스페셜 앨범 '12월의 기적 (Miracles in December)'	첫 눈	2013.12.09.	KENZIE	첫눈 오는 이런 오후에 너에게 전화를 걸 수만 있다면 기쁠텐데 벌써 일년이 지났는데 난 아직 미련 가득해서 ＂쓸쓸해＂ 어느새 혼잣말 (시계를 되돌려) 1년 전으로 갈 수 있다면 (마음을 되돌려) 지금 우린 달라졌을까 yeah 바보 같은 소리지, 그래도 만약 너를 만나면 눈물 차 올라 바보 같은 난 아무 말 못해 말해줘 메리 메리 크리스마스, 안녕 잘 지내는거지 눈이 내리면 멍든 가슴이 모두 하얗게 다 덮여지게 될까 미안해 잘해주지 못해 후회만 가득 가득 했던, 그 크리스마스 불빛 가득한 거리거리 혼자 걸었어. 다들 행복해 보여 너는 언제나 공기처럼 있어줄 거란 착각에, 멍청히 보내, 내가 너무 미안해 (너무 흔한 얘기) 지나고 나면 너무 소중해 (항상 지나치지) 왜 그때는 모르는 걸까 지금은 다를 거야 말해주고파 너를 만나면 눈물 차 올라 바보 같은 난 아무 말 못해 말해줘 메리 메리 크리스마스, 안녕 잘 지내는거지 눈이 내리면 멍든 가슴이 모두 하얗게 다 덮여지게 될까 눈물인지 눈 때문인지 점점 너 멀리 멀리 보이던, 그 크리스마스 정말 신기한 일이야 너의 생각만으로 눈물 차 흐르니말야 Tears are falling, falling, falling 다시 너에게로 가고 싶어 무슨 일이든 할 수 있어 지금까지 삶이 모두 사라진다 해도 Girl 너를 만나면 눈물 차 올라 바보 같은 난 아무 말 못해 말해줘 메리 메리 크리스마스, 안녕 잘 지내는거지 Baby girl ooh- yeah- 눈이 내리면 멍든 가슴이 모두 하얗게 다 덮여지게 될까 미안해 잘해주지 못해 후회만 가득 가득 했던, 너를 만나면 눈물 차 올라 (눈물 차 올라) 아무 말 못해 (아무 말 못하는 나 인걸) 말해줘 메리 메리 크리스마스, 잘 지내는거지 눈이 내리면 멍든 가슴이 모두 하얗게 다 덮여지게 될까 눈물인지 눈 때문인지 점점 너 멀리 멀리 보이던, 그 크리스마스
KENZIE	엑소	The 2nd Mini Album `중독 (Overdose)`	중독 (EXO-K)	2014.05.07	1월 8일, Kenzie	come in 모든 걸 걸고 널 들이킨 나 이젠 돌이킬 수도 없다 이건 분명 위험한 중독 So bad no one can stop her Her Love Her Love 오직 그것만 바라 그녀의 사랑 하나뿐인걸 치명적인 Fantasy 황홀함 그 안에 취해 Oh She wants me Oh She’s got me Oh She hurts me 좋아 더욱 갈망하고 있어 Someone Call The Doctor 날 붙잡고 말해줘 사랑은 병 중독 Overdose 시간이 지날수록 통제는 힘들어져 점점 깊숙이 빠져간다 Eh oh Too Much 너야 Your love 이건Overdose Too Much 너야 Your love 이건Overdose 놀리는 그 손길로 온 너 본능은 너를 갈구해 좀 더 가빠진 숨으로 질식된 후에 전율 그리곤 한숨 Her Love Her Love 독한 약 같아 내겐 헤어나올 수 없는 Destiny 피는 뜨거워졌지 마침내 모두 지배해 Oh She wants me Oh She’s got me Oh She hurts me 계속 너만 그리고 그린 나 Someone Call The Doctor. 날 붙잡고 말해줘 사랑은 병, 중독 Overdose 시간이 지날수록 통제는 힘들어져 점점 깊숙이 빠져간다 Eh-oh Someone Call The Doctor 날 붙잡고 말해줘 사랑은 병 중독 Overdose 시간이 지날수록 통제는 힘들어져 점점 깊숙이 빠져간다 Eh oh Too Much 너야 Your love 이건Overdose Too Much 너야 Your love 이건Overdose 모두 다 내게 물어와 내가 변한 것 같대 심장에 네가 박혀버린 듯 세상이 온통 너인데 멈출 수 없어 이미 가득한 널 지금 이 순간 You’re in my heart EXO 난 너를 맛보고 너를 마신다 온 몸이 떨려와 계속 들이켜도 아직 모자라 손끝까지 전율시킨 갈증 이 순간을 잡아 질주를 멈추지 마 너무 좋아 I can't stop Hey Doctor 지금 이대로 괜찮나 나 주체할 수 없는 이끌림 속에 녹아내려가 난 이 느낌 없이는 죽은 거나 마찬가진걸 내가 사는 이유 난 너란 달콤함에 중독 Someone call the doctor Someone Call The Doctor 난 그녀가 필요해 하루도 난 버틸 수 없어 버티지 못해 벗어나고 싶지 않은 천국 같은 너 긴 긴 이 덫은 아름다워 Eh oh Too Much 너야 Your love 이건Overdose Too Much 너야 Your love 이건Overdose
KENZIE	엑소	The 2nd Album `EXODUS`	TRANSFORMER	2015.03.30	KENZIE	She's such a transformer EXO! Let's go! Hold up, hold up, hold up, hold up 설명하기 어려워 그녀 뭐야 대체 뭔데 저기 저기 저기 저기 순식간에 돌변하면 감당하기 힘든데 You slow down, then you speed up 답은 없지 그저 멍하니 바라봤어 내가 도전할 길을 비춰준 girl 쉽지 않아 너는 mega girl Oh baby baby baby 짜릿한 만큼 위험해 너는 강렬해 눈부셔 맞서 싸울 생각 없어 Hey pretty lady 생각만 더 깊어지는데 좀더 강하게 때론 부드럽게 그녀 앞에 앞에 앞에 설 때 Tick tick boom boom 'bout to blow 상상조차 못했었던 끝내 지배하는 주인 나의 오너 Cause you're you're you're a transformer 자 이제 그녀의 시간 어떤 별이 널 보냈니 Girl you got me got me 이 게임의 위너 Cause you're you're you're a transformer You come around 난 꼼짝 못해 너무 보기 좋거든 하! 그새 또 변했네 맘을 정해 시간이 아깝다 You slow down, then you speed up 답은 없지 그저 멍하니 바라봤어 내가 도전할 길을 비춰준 girl 쉽지 않아 너는 mega girl Oh baby baby baby 짜릿한 만큼 위험해 너는 강렬해 눈부셔 맞서 싸울 생각 없어 Hey pretty lady 생각만 더 깊어지는데 좀더 강하게 때론 부드럽게 그녀 앞에 앞에 앞에 설 때 Tick tick boom boom 'bout to blow 상상조차 못했었던 끝내 지배하는 주인 나의 오너 Cause you're you're you're a transformer 자 이제 그녀의 시간 어떤 별이 널 보냈니 Girl you got me got me 이 게임의 위너 Cause you're you're you're a transformer 애태우지 말아줘 이런 시간 필요 없어 여기서 너와 나 또 뭐가 필요하겠니 어떤 모습 너라도, 두려워져도, 너를 가질래 Tell me now, it's killing me baby Tick tick boom boom 'bout to blow 상상조차 못했었던 끝내 지배하는 주인 나의 오너 Cause you're you're you're a transformer 자 이제 그녀의 시간 어떤 별이 널 보냈니 Girl you got me got me 이 게임의 위너 Cause you're you're you're a transformer 널 보네, 널 원해 Then you transform 나를 나를 느끼니? Or are you gonna transform?
KENZIE	엑소	SING FOR YOU - 겨울 스페셜 앨범, 2015	Sing For You	2015.12.10	Kenzie	내 낡은 기타를 들어 하지 못한 고백을 혹은 고집스레 삼킨 이야기를 노래 하나 만든 척 지금 말하려 해요 그냥 들어요 I’ll sing for you 너무 사랑하지만 사랑한다 말 안 해 어색해 자존심 허락 안 해 오늘은 용기 내서 나 말할 테지만 무심히 들어요 I’ll sing for you The way you cry, the way you smile 내게 얼마나 큰 의미인 걸까? 하고픈 말, 놓쳐버린 말 고백할 테지만 그냥 들어요 I’ll sing for you, sing for you 그냥 한번 듣고 웃어요 조금 우습죠 내겐 그대 밖에 없는데 가끔은 남보다 못한 나 사실은 그대 품에 머리칼을 부비고 안기고 싶은 건데 말이죠 The way you cry, the way you smile 내게 얼마나 큰 의미인 걸까? 돌아서며 후회했던 말 사과할 테지만 그냥 들어요 I’ll sing for you, sing for you 아무렇지 않은 척해요 매일 너무 감사해 그대가 있어서 신께서 주신 내 선물 오늘이 지나면 난 또 어색해 할지도 하지만 오늘은 꼭 말하고 싶어 그러니 들어요 The way you cry, the way you smile 내게 얼마나 큰 의미인 걸까? 하고픈 말, 놓쳐버린 말 고백할 테지만 좀 어색하지만 그냥 들어요 I’ll sing for you, sing for you 그냥 들어요 I’ll sing for you
