가수,앨범,제목,발매년도,작사가,가사,
빅뱅,BIGBANG SPECIAL EDITION 'STILL ALIVE',MONSTER,2012.06.03.,"G-DRAGON,?T.O.P",오랜만이야 못 본 사이 그댄 얼굴이 좋아 보여 예뻐졌다 넌 항상 내 눈엔 원래 고와 보여 근데 오늘따라 조금 달라 보여 유난히 뭔가 더 차가워 보여 나를 보는 눈빛이 동정에 가득 차있어 네 앞에서 난 작아 보여 괜찮은 척 애써 대화주제를 바꿔버려 묻고 싶은 말은 많은데 넌 딱 잘라버려 네 긴 머린 찰랑거려 내 볼을 때리곤 스쳐지나 뒤돌아선 곧장 가버려 여기서 널 잡으면 우스워지나 아무 말도 떠오르지 않죠 떨면서 넌 한두 발짝 뒤로 이젠 내가 무섭단 그 말 날 미치게 하는 너란 달 I love you baby I’m not a monster 넌 알잖아 예전 내 모습을 시간이 지나면 사라져 버릴 텐데 그 땐 알 텐데 baby I need you baby I’m not a monster 날 알잖아 이렇게 가지마 너 마저 버리면 난 죽어버릴 텐데 I’m not a monster 무슨 일이 있어도 영원하자고 슬플 때도 기쁠 때도 끝까지 하자고 You don’t say that tomorrow 오늘이 마지막인 것처럼 사랑하자고 너 없는 삶은 종신형 세상과 단절돼 돌 지경이야 너란 존재는 고질병 시련의 연속 마음 속 미련이야 세상사람들이 내게 돌린 등 모든 것이 베베 꼬여있던 눈초리들 내게 가장 큰 아픔은 아픔은 네가 그들 같아졌단 것뿐 I love you baby I’m not a monster 넌 알잖아 예전 내 모습을 시간이 지나면 사라져 버릴 텐데 그 땐 알 텐데 baby I need you baby I’m not a monster 날 알잖아 이렇게 가지마 너마저 버리면 난 죽어버릴 텐데 I’m not a monster 가지마 가지마 가지마 떠나지 말아 하지마 하지마 하지마 너 같지 않아 멀어진 채로 사랑은 걸러진 채로 찾지마 찾지마 찾지마 날 찾지 말아 마지막 마지막 마지막 네 앞에 서 있는 내 모습을 기억해줘 날 잊지 말아줘 I love you baby I’m not a monster 넌 알잖아 예전 내 모습을 시간이 지나면 사라져 버릴 텐데 그 땐 알 텐데 baby I need you baby I’m not a monster 날 알잖아 이렇게 가지마 너 마저 버리면 난 죽어버릴 텐데 I’m not a monster I think I’m sick I think I’m sick I think I’m sick I think I’m sick,
빅뱅,BIGBANG SPECIAL EDITION 'STILL ALIVE',STILL ALIVE,2012.06.03.,"G-DRAGON,TEDDY,T.O.P",I’m still alive I’m still alive I’m still alive 난 죽어가는 듯 보이지만 죽지 않아 남들의 시선을 피해 결코 숨지 않아 언제나 보란 듯이 끝까지 추락하지만 I’m alive 난 더 이상 잃을게 없어 과거는 뒤로하고 Jump out 깊이 떨어지고 있는 내 모습이 아름다워 지금 내 자신을 하늘에 던져 난 자유로워 이 순간만큼은 난 살아있어 I’m still alive 나를 사랑하는 그녀가 불행해 보여 자취를 감추네 대중들이 두려워 많은 동경과 환호 정서불안 죽음에 대해 고뇌해 괴로운 밤 내 젊음의 유품은 사진뿐 내 청춘은 남들의 장식품 영적인 기를 받는 내 감성 네가 보지 못한 미래 난 봤어 내 인생 멜로디는 내가 지휘해 고조되는 Climax 를 즐기네 내게 미친 소녀들은 똑똑해 자격지심 너를 가지고 놀기에 사람들 다 떠나도 모두가 등을 돌려도 가여운듯한 내 모습에 너 동정해도 세상은 안된다고 내게 말하지만 그 날의 울고 있던 난 지금 웃고 있어 언제나 보란 듯이 끝까지 추락하지만 I’m alive 난 더 이상 잃을게 없어 과거는 뒤로하고 Jump out 깊이 떨어지고 있는 내 모습이 아름다워 지금 내 자신을 하늘에 던져 난 자유로워 이 순간만큼은 난 살아있어 I’m still alive I’m still alive I’m still alive I’m still alive I’m livin’ that I’m livin’that good life I’m still alive I’m still alive I’m still alive We livin’ that we livin’ that’ good life Ye 소리 없이 사라진 함성 대신에 탄식 섞인 탄성 이 감성시대의 내 반성은 찬송 양성보다 무서운 악성방송 각성하라 아무개나 a-yo 단정 말아 아무 때나 난 죽어가는 듯 보이지만 죽지 않아 남들의 시선을 피해 결코 숨지 않아 그 손가락질은 내가 아직 이슈라는 증거 실망과 기대 이유와 근거 입에 오르락내리락해 구설수 날 기다리는 건 양지바른 무덤뿐 사람들 다 떠나도 모두가 등을 돌려도 가여운듯한 내 모습에 너 동정해도 세상은 안된다고 내게 말하지만 그 날의 울고 있던 난 지금 웃고 있어 언제나 보란 듯이 끝까지 추락하지만 I’m alive 난 더 이상 잃을게 없어 과거는 뒤로하고 jump out 깊이 떨어지고 있는 내 모습이 아름다워 지금 내 자신을 하늘에 던져 난 자유로워 이 순간만큼은 난 살아있어 I’m still alive I’m still alive I’m still alive I’m still alive I’m livin’ that I’m livin’ that good life I’m still alive I’m still alive I’m still alive We livin’ that we livin’ that’ good life,
빅뱅,BIGBANG SPECIAL EDITION 'STILL ALIVE',FEELING,2012.06.03.,G-DRAGON,Yeah we back bigbang my man boys noize in da house woo wee- party people let’s go let’s go let’s go let’s move here we go get loose ya’ll know we gon reach for the sky yup party like our time’s up let’s move here we go get loose ya’ll know throw your hand’s up in the air jump on up like you don’t care 깜빡이는 골목 가로등 번쩍거리는 불빛 하나 둘 친숙한 깊은 밤 다 느껴 니가 누구든 남의 눈치 볼 필요가 없는 서울 꽉 찬 빌딩 숲 속 네온 사인 보다 니가 더 빛나 그대가 떠날까 겁이나 휘황찬란 한 이 밤 모든 게 강렬하지만 조금 흥분되는 이 순간 우리 오늘 같이 있을까 이 밤은 그리 길지 않아 멈추기는 쉽지 않아 Everybody move move (기뻐할 어머니와 아버지) 음악은 이대로 춤추며 크게 노래 부르며 Don’t stop this feeling 이보다 더 좋을 수는 없는걸 음악은 이대로 춤추며 크게 노래 부르며 Don’t stop this feeling 이보다 더 좋을 수는 없는걸 Ma baby 네 빨간 입술은 look like cherry red 내 시선은 고정돼 steady 그냥 감상만하면 실례지 Hey my baby I’m your daddy Look 난 이대로 아쉬움 남긴 채로 널 보낼 수는 없어 우린 사이엔 이미 there’s no limit 부끄러워 마 one one night 불은 정전 되고 정적만이 보기와는 다르게 어머나 그녀는 너무나 화끈해 119 이 밤은 그리 길지 않아 멈추기는 쉽지 않아 Everybody move move (아저씨와 아가씨도) 음악은 이대로 춤추며 크게 노래 부르며 Don’t stop this feeling 이보다 더 좋을 수는 없는걸 음악은 이대로 춤추며 크게 노래 부르며 Don’t stop this feeling 이보다 더 좋을 수는 없는걸 음악은 이대로 춤추며 크게 노래 부르며 Don’t stop this feeling 이보다 더 좋을 수는 없는걸 Let’s move here we go get loose ya’ll know We gon reach for the sky yup party like our time’s up Let’s move here we go get loose ya’ll know Throw your hand’s up in the air jump on up like you don’t care I'm crazy more than ever I'm crazy more than ever And it feels so right tonight is the night I'm crazy more than ever I'm crazy more than ever And it feels so right I can’t stopped,
빅뱅,BIGBANG SPECIAL EDITION 'STILL ALIVE',빙글빙글,2012.06.03.,"G-DRAGON,TEDDY",넌 마치 내가 네 남자인 것처럼 밥을 같이 먹잖니 영화를 같이 보잖니 또 내가 다가서면 넌 아닌 것처럼 한 발 물러나잖니 난 당황되잖니 ye 왜 갖고 놀다 마니 왜 남 주기는 아깝니 Ye 넌 미운 7살짜리 나는 그저 너의 노리개 인형 바비 pow! 이 사랑게임에 네 행동은 foul! 주자는 만루 9회말 2아웃! 친구이상은 싫어 난 이 상황이 싫어 장난치지마 어지러워 빙글빙글 말 돌리지 마요 자꾸 헷갈리게 왜 날 갖고 놀아요 빙글빙글 머리가 아파요 Oh oh oh oh oh oh oh Can I be the one girl I should be the one Can can can I be the one I I I’ll give you the world *2 난 마치 내가 네 연인인 것처럼 혼자 착각했잖니 괜한 오해 받잖니 넌 아닌데 나만 이상한 것처럼 계속 기대를 하잖니 “Come on don’t make me that guy” 빙빙빙 빙글빙글 날 맴도는 너 내 머리를 비틀어 날 홀리고 여우같이 여유로운 눈빛 더러운 개 집안에 갇혀버린 snoopy 내가 생각해도 난 안쓰럽지 누가 봐도 그녀는 참 사랑스럽지 멋진 각선미와 그 말솜씨 난 못났지만 넌 너무 못됐잖니 빙글빙글 말 돌리지 마요 자꾸 헷갈리게 왜 날 갖고 놀아요 빙글빙글 머리가 아파요 Oh oh oh oh oh oh oh Can I be the one girl I should be the one Can can can I be the one I I I’ll give you the world *2 Baby 너 정말 왜 이래 내 마음 애타게 (좋은지 싫은지 확실하게) 말해 널 보면 짠해 오늘 밤에 이 참에 날 허락해 줘 빙글빙글 말 돌리지 마요 자꾸 헷갈리게 왜 날 갖고 놀아요 빙글빙글 머리가 아파요 Oh oh oh oh oh oh oh Can I be the one girl I should be the one Can can can I be the one I I I’ll give you the world *2,
빅뱅,BIGBANG SPECIAL EDITION 'STILL ALIVE',EGO,2012.06.03.,G-DRAGON,그녀는 뭔가 달라 보통 여자와는 uh 뭘 입어도 보다 자연스런 멋 yeh 가까이 하기엔 내겐 너무 먼 it’s you 하지만 사랑에 빠져버린걸 that's true 나와는 다른 세상에 사는 넌 뭘 좋아하는지 나는 어떤지 항상 당당한 그녀의 그 미소 yeh 날 사로잡아버린걸 어떡해 You're so beautiful 난 홀려버렸어 난 그대 생각에 잠 들 수가 없는 이 밤 You're so wonderful 난 미쳐버렸어 난 정신차릴 수가 없어 나 어지러워요 She killed my ego I said she killed my ego She killed my ego I know she killed my ego ego 난 단 한번도 이런 적 없어 that’s right 여자는 다 여자지 별 의미 없어 난 자존심 강한 남자다운 터프가이 근데 나 너만 보면 떨고 있어 (ay) 나와는 안 맞아 보이던 그대기에 oh 난 애써 내 맘을 숨기고 있어 baby 하지만 어느새 네 앞에 무릎 꿇고 구차하게 매달려 애원해 oh my god You're so beautiful 난 홀려버렸어 난 그대 생각에 잠 들 수가 없는 이 밤 You're so wonderful 난 미쳐버렸어 난 정신차릴 수가 없어 나 어지러워요 She killed my ego I said she killed my ego She killed my ego I know she killed my ego ego 넌 어디서 왔니 왜 갑자기 나를 괴롭게 하니 마치 병이 난 것만 같아 너에게 빠져 난 무너질 것만 같은데 She killed my ego she killed my ego She killed my ego I said she killed my ego She killed my ego she killed my ego She killed my ego I know she killed my ego You're so beautiful 난 홀려버렸어 난 그대 생각에 잠 들 수가 없는 이 밤 You're so wonderful 난 미쳐버렸어 난 정신차릴 수가 없어 나 어지러워요 She killed my ego i know she killed my ego EGO,
빅뱅,M,LOSER,2015.05.01.,"TEDDY,?T.O.P,?G-DRAGON",LOSER 외톨이 센 척하는 겁쟁이 못된 양아치 거울 속에 넌 JUST A LOSER 외톨이 상처뿐인 머저리 더러운 쓰레기 거울 속에 난 I’M A 솔직히 세상과 난 어울린 적 없어 홀로였던 내겐 사랑 따윈 벌써 잊혀 진지 오래 저 시간 속에 더 이상은 못 듣겠어 희망찬 사랑 노래 너나 나나 그저 길들여진 대로 각본 속에 놀아나는 슬픈 삐에로 난 멀리 와버렸어 I’M COMING HOME 이제 다시 돌아갈래 어릴 적 제자리로 언제부턴가 난 하늘 보다 땅을 더 바라보게 돼 숨쉬기조차 힘겨워 손을 뻗지만 그 누구도 날 잡아 주질 않네 I’M A LOSER 외톨이 센 척하는 겁쟁이 못된 양아치 거울 속에 넌 JUST A LOSER 외톨이 상처뿐인 머저리 더러운 쓰레기 거울 속에 난 I’M A 반복되는 여자들과의 내 실수 하룻밤을 사랑하고 해 뜨면 싫증 책임지지 못 할 나의 이기적인 기쁨 하나 땜에 모든 것이 망가져버린 지금 멈출 줄 모르던 나의 위험한 질주 이젠 아무런 감흥도 재미도 없는 기분 나 벼랑 끝에 혼자 있네 I’M GOING HOME 나 다시 돌아갈래 예전의 제자리로 언제부턴가 난 사람들의 시선을 두려워만 해 우는 것조차 지겨워 웃어보지만 그 아무도 날 알아주질 않네 I’M A LOSER 외톨이 센 척하는 겁쟁이 못된 양아치 거울 속에 넌 JUST A LOSER 외톨이 상처뿐인 머저리 더러운 쓰레기 거울 속에 난 파란 저 하늘을 원망하지 난 가끔 내려놓고 싶어져 I wanna SAY GOOD BYE 이 길의 끝에 방황이 끝나면 부디 후회 없는 채로 두 눈 감을 수 있길 LOSER 외톨이 센 척하는 겁쟁이 못된 양아치 거울 속에 넌 JUST A LOSER 외톨이 상처뿐인 머저리 더러운 쓰레기 거울 속에 난 I’M A LOSER I’M A LOSER I’M A LOSER I’M A LOSER,
빅뱅,M,BAE BAE,2015.05.01.,"G-DRAGON,?TEDDY,?T.O.P",I’M IN LOVE 눈에 콩깍지 씌었어 BABE 하의 실종에 흰 와이셔츠 BABE 사람이야 천사야 OH JESUS BABE 눈부셔 BABE SUNGLASS BABE 정신이 망신이야 홀렸어 네게 피가 한쪽으로 또 쏠렸어 네게 위험해 YOU’RE SO DANGEROUS BABE 살려줘 BABE 경찰 불러 BABE BABY BABY 지금처럼만 아름다워 줄래 넌 시간이 지나도 내가 설렐 수 있게 BABY BABY 넌 시들지 마 이기적인 날 위해 그 모습 그대로 넌 그대로 여야만 해 사슴같이 예쁜 눈 나의 PRINCESS 나를 보고 비웃는 게 너무 CHIC 해 미친 거 아닐까 자연 미인 특이해 특이해 내게 완벽한 그대여 나의 MUSE 해 우리 둘이 편해 완전 살찌네 너와 몸이 완전 착착 감기네 영원히 넌 스물다섯이야 내게 변치 않아 BABE 5 X 5 BABE BABY BABY 지금처럼만 아름다워 줄래 넌 시간이 지나도 내가 설렐 수 있게 BABY BABY 넌 시들지 마 이기적인 날 위해 그 모습 그대로 넌 그대로 여야만 해 난 예쁜 꽃을 든 남자 모든 이가 사랑할 너란 꽃을 든 남자 그대 향기에 취해 난 또 몽롱해지고 꺾이지 말아주오 제발 너만은 찹쌀떡 찹쌀떡 궁합이 우리 우리 궁합이 찹쌀떡 찹쌀떡 궁합이 우리 우리 궁합이,
빅뱅,A,뱅뱅뱅 (BANG BANG BANG),2015.06.01.,"TEDDY,?G-DRAGON,?T.O.P",난 깨어나 까만 밤과 함께 다 들어와 담엔 누구 차례 한 치 앞도 볼 수 없는 막장 게릴라 경배하라 목청이 터지게 찌질한 분위기를 전환해 광기를 감추지 못하게 해 남자들의 품위 여자들의 가식 이유 모를 자신감이 볼만해 난 보란 듯이 너무나도 뻔뻔히 니 몸속에 파고드는 알러지 이상한 정신에 술렁이는 천지 오늘 여기 무법지 난 불을 질러 심장을 태워 널 미치게 하고 싶어 B.I.G Yea we bang like this 모두 다 같이 총 맞은 것처럼 BANG! BANG! BANG! BANG! BANG! BANG! 빵야 빵야 빵야 BANG! BANG! BANG! BANG! BANG! BANG! 빵야 빵야 빵야 다 꼼짝 마라 다 꼼짝 마 다 꼼짝 마라 다 꼼짝 마 오늘 밤 끝장 보자 다 끝장 봐 오늘 밤 끝장 보자 빵야 빵야 빵야 널 데려가 지금 이 순간에 새빨간 저 하늘이 춤출 때 돌고 돌아 너와 나 이곳은 Valhalla 찬양하라 더 울려 퍼지게 We go hard 불침번 밤새 달려 축지법 이 노래는 꼭짓점 신이나 불러라 신점 큰 비명소리는 마성의 멜로디 검은 독기의 연결 고리 사방 팔방 오방 가서 푸는 고삐 whoo 난 불을 질러 네 심장을 태워 널 미치게 하고 싶어 B.I.G Yea we bang like this 모두 다 같이 총 맞은 것처럼 BANG! BANG! BANG! BANG! BANG! BANG! 빵야 빵야 빵야 BANG! BANG! BANG! BANG! BANG! BANG! 빵야 빵야 빵야 다 꼼짝 마라 다 꼼짝 마 다 꼼짝 마라 다 꼼짝 마 오늘 밤 끝장 보자 다 끝장 봐 오늘 밤 끝장 보자 빵야 빵야 빵야 Ready or not Yea we don't give a what Ready or not Yea we don't give a what Let’s go 남자들은 위로 여자들은 get low 당겨라 bang bang bang let the bass drum go 남자들은 위로 여자들은 get low 당겨라 bang bang bang let the bass drum go,
빅뱅,A,WE LIKE 2 PARTY,2015.06.01.,"TEDDY,?KUSH(쿠시),?G-DRAGON,?T.O.P",오늘도 친구들이 왔어 MAN HOW YOU BEEN WHATS UP AYE 여기 한 잔만 줄래 제일 늦게 마시는 사람 술래 그냥 섞어 마셔 CHAMPAGNE AND IF U KNOW WHAT I’M SAYIN 내 손목을 보니 시간은 금이야 불금이야 YOU DIG 우린 젊기에 후회 따윈 내일 해 조금 위험해 (AYE MAN YOU BETTER SLOW IT DOWN) 다시 돌아오지 않을 오늘을 위해 저 하늘을 향해 건배해 WE LIKE 2 PARTY YEAH YEAH YEAH YEAH WE LIKE 2 PARTY 머리 위에 해 뜰 때까지 WE LIKE 2 PARTY YEAH YEAH YEAH YEAH WE LIKE 2 PARTY 서쪽에서 해 뜰 때까지 오래간만에 불장난해 지금 이 순간 나랑 같이 밖에 나갈래 시끌 시끌 분위기는 환상 겁이 없는 멋쟁이들 꽐라 여기저기 널부러진 OPUS ONE에 마무리는 달콤하게 D’yquem 너는 빼지 않지 가지 함께 천국까지 맨 정신은 반칙 우린 젊기에 후회 따윈 내일 해 조금 위험해 (AYE MAN YOU BETTER SLOW IT DOWN) 다시 돌아오지 않을 오늘을 위해 저 하늘을 향해 건배해 WE LIKE 2 PARTY YEAH YEAH YEAH YEAH WE LIKE 2 PARTY 머리 위에 해 뜰 때까지 WE LIKE 2 PARTY YEAH YEAH YEAH YEAH WE LIKE 2 PARTY 서쪽에서 해 뜰 때까지 너 없인 미쳐버리겠어 DJ PLAY A LOVE SONG 나 취한 게 아냐 네가 보고 싶어 죽겠어 SO DJ PLAY A LOVE SONG WE LIKE 2 PARTY YEAH YEAH YEAH YEAH WE LIKE 2 PARTY 머리 위에 해 뜰 때까지 WE LIKE 2 PARTY YEAH YEAH YEAH YEAH WE LIKE 2 PARTY 서쪽에서 해 뜰 때까지,
빅뱅,D,IF YOU,2015.07.01.,G-DRAGON,그녀가 떠나가요 나는 아무것도 할 수 없어요 사랑이 떠나가요 나는 바보처럼 멍하니 서있네요 멀어지는 그 뒷모습만을 바라보다 작은 점이 되어 사라진다 시간이 지나면 또 무뎌질까 옛 생각이 나 니 생각이 나 IF YOU IF YOU 아직 너무 늦지 않았다면 우리 다시 돌아갈 수는 없을까 IF YOU IF YOU 너도 나와 같이 힘들다면 우리 조금 쉽게 갈 수는 없을까 있을 때 잘할 걸 그랬어 그대는 어떤가요 정말 아무렇지 않은 건가요 이별이 지나봐요 그댈 잊어야 하지만 쉽지가 않네요 멀어지는 그 뒷모습만을 바라보다 작은 점이 되어 사라진다 누군갈 만나면 위로가 될까 옛 생각이 나 니 생각이 나 IF YOU IF YOU 아직 너무 늦지 않았다면 우리 다시 돌아갈 수는 없을까 IF YOU IF YOU 너도 나와 같이 힘들다면 우리 조금 쉽게 갈 수는 없을까 있을 때 잘할 걸 그랬어 오늘같이 가녀린 비가 내리는 날이면 너의 그림자가 떠오르고 서랍 속에 몰래 넣어둔 우리의 추억을 다시 꺼내 홀로 회상하고 헤어짐이란 슬픔의 무게를 난 왜 몰랐을까 IF YOU IF YOU 아직 너무 늦지 않았다면 우리 다시 돌아갈 수는 없을까 IF YOU IF YOU 너도 나와 같이 힘들다면 우리 조금 쉽게 갈 수는 없을까 있을 때 잘할 걸 그랬어,
빅뱅,D,맨정신,2015.07.01.,"TEDDY,?G-DRAGON,?T.O.P","제발 좀 잘난 척하지 마 알고 보면 네가 제일 불쌍해 그래 날 더 자극 시켜봐 잠깐 재미라도 볼 수 있게 돈 쫓다 권력 쫓다 명예만 쫓다 가랑이가 찢어져 자빠질 테니까 사랑 좋다 우정 좋다 말들 하지만 각오해 뒤통수가 시릴 테니까 Hey doctor doctor 날 좀 살려줘요 확 돌아버리겠으니까 어설픈 말들로 둘러대지 말고 Hear me say 맨정신이 난 힘들어 아무것도 할 수가 없어 맨정신이 난 제일 싫어 너 없인 잠들 수가 없어 시간은 더럽게 안 가고 나이만 들어 죽은 듯 살아 할 일은 더럽게 많은데 하고 싶은건 하나도 없어 세상이 내겐 차갑고 남 시선은 따갑지 어른 같지만 어린아이 작은 키만 훌쩍 자랐지 어릴 적 낭만은 사라진 환상 내 기분은 광활한 광야 사람들은 날 이해 못 해 나도 몰래 맛 가볼래 취해라 취해 천국으로 가 깨고 나면 지옥, 얼마 못 가 난 지금 시금치 없는 뽀빠이 이런 나를 유혹하는 웃음 폭탄 Hey TAXI TAXI 날 데려가 줘요 이곳은 너무 힘드니까 며칠 동안만이라도 숨 좀 쉴 수 있게 맨정신이 난 힘들어 아무것도 할 수가 없어 맨 정신이 난 제일 싫어 너 없인 잠들 수가 없어 시간은 더럽게 안 가고 나이만 들어 죽은 듯 살아 할 일은 더럽게 많은데 하고 싶은 건 하나도 Without you 모든 게 두려워 네가 없인 깜깜한 이 밤이 차가운 세상이 난 너무 힘에 겨워 Without you 아직도 이곳에 홀로 남아 너 하나만을 믿고 이렇게 기다리는 내가 바보 같잖아 No No No 맨정신이 난 힘들어 아무것도 할 수가 없어 맨정신이 난 제일 싫어 너 없인 잠들수가 없어",
빅뱅,E,쩔어 (GD&T.O.P),2015.08.05.,"G-DRAGON,?TEDDY,?T.O.P",오늘 밤 우리 freaky freaky 해 yea Baby give me some give me give me some yea 너와 나 둘이 찌릿찌릿해 yea Can U give me some give me give me some yea 오늘 밤 우리 freaky freaky 해 yea Baby give me some give me give me some yea 너와 나 둘이 찌릿찌릿해 yea Can U give me some give me give me some 이 노래 쩔어 내 랩 쩔어 내 스타일 쩔어 내가 좀 쩔어 다리 떨어 돈 벌어 하늘 걸어 ay do you wanna GD 하면 오해 Call me GOD 네가 원하면 난 뒤집어 DOG 쓸데없는 공식 말고 이것만 기억해 I’m ILL 더하기 1 지용이 내 나인 2와 7을 합해 natural I never loose 딜러들은 뇌출혈 성공하고 싶어? Yes I’m the manual 날 경험하고 싶어? Then keep it sexual School of hard knocks 넌 조퇴 쩔어 지루한 랩에는 사정없이 욕해 난 이름빨도 회사빨도 굳이 빨 필요 없이 막 똥을 싸도 박수갈채를 받지 (Guess I’m famous) 이건 기막힌 그대의 입덕을 환영하는 입학식 넌 매일 입만 나불대 돈이 너무 많아? 내 통장은 당구대 공이 너무 많아 이 노래 쩔어 내 랩 쩔어 내 스타일 쩔어 내가 좀 쩔어 다리 떨어 돈 벌어 하늘 걸어 ay do you wanna 이 노래 쩔어 내 춤 쩔어 내 스타일 쩔어 내가 좀 쩔어 다리 떨어 돈 벌어 하늘 걸어 ay do you wanna T.O.P 사람들이 귀신이라 해 Da Vinci 가 환생했지 yea my brain 네 음악은 잠이 와 decaffein 날 동경해? 어서 올라타 신칸센 Francis Bacon in ma Kitchen 한 켠 난 마치 니 머리 위에 춤을 추는 Calder 진지 빠는 비평가 니들이 무얼알어? 나는 어릴 적에 살쪄봐서 돈(豚) 맛을 알아 Roma에 가면 Roma의 법을 따라 꼬마는 저기 엄마의 품에 가렴 경지를 보면 네 현실을 깨달아 작은 꼬마야 어서 엄마의 품에 가렴 빛이 나는 넘쳐나는 줄줄 흐르지 영감의 원천 하나는 나는 누가 봐도 몹시 쩔어 술에 쩔어 they tell me 예 술이야 쩔어 이 노래 쩔어 내 랩 쩔어 내 스타일 쩔어 내가 좀 쩔어 다리 떨어 돈 벌어 하늘 걸어 ay do you wanna 이 노래 쩔어 내 춤 쩔어 내 스타일 쩔어 내가 좀 쩔어 다리 떨어 돈 벌어 하늘 걸어 ay do you wanna 이건 마치 타짜 지드래-고니와 대길이의 합작 웃어봐요 활짝 우리 둘은 타짜 지드래-고니와 대길이의 합작 총알 넣고 탕탕탕 오늘 밤 우리 freaky freaky 해 yea Baby give me some give me give me some yea 너와 나 둘이 찌릿찌릿해 yea Can U give me some give me give me some yea 오늘 밤 우리 freaky freaky 해 yea Baby give me some give me give me some yea 너와 나 둘이 찌릿찌릿해 yea Can U give me some give me give me some,
빅뱅,E,우리 사랑하지 말아요,2015.08.05.,"TEDDY,?G-DRAGON","우리 사랑하지 말아요 아직은 잘 모르잖아요 사실 조금은 두려운 거야 그대 미안해요 우리 약속하지 말아요 내일은 또 모르잖아요 하지만 이 말 만은 진심이야 그대 좋아해요 아무것도 묻지 말아요 대답할 수 없어요 지금 이렇게 둘이 행복한데 왜 날 가지려 하지 말아요 그저 이대로 조금만 있어요 갈수록 더 마음 아파지게 왜 잦은 만남 뒤엔 이별 계속 반복되는 실연 더는 의미를 찾을 수 없어 어리석은 미련 사랑의 탈을 쓴 mistake 느끼는 감정은 다 비슷해 하지만 이 순간만큼은 I want you to stay 우리 사랑하지 말아요 아직은 잘 모르잖아요 사실 조금은 두려운 거야 그대 미안해요 우리 약속하지 말아요 내일은 또 모르잖아요 하지만 이 말 만은 진심이야 그대 좋아해요 나를 보며 웃지 말아요 정들면 슬퍼져요 예쁜 그 미소가 눈물이 될까 봐 사랑이란 두 글자 속에 우릴 가두려고 하지 말아요 채우지 못할 욕심이니까 처음엔 설렘을 안고 반은 고민을 안고 끝엔 서로 의리로나마 지내 시행착오 난 하루하루가 불안해 네 그 순수함이 부담돼 하지만 오늘 밤만큼은 I want you to stay 내게 너무 많은 걸 바라지마 나도 그댈 잃고 싶진 않아 깊어지기 전에 상처 입기 전에 날 믿지 말아요 넌 항상 그래 이기적인 새끼, 우리 사랑하지 말아요 아직은 잘 모르잖아요 사실 조금은 두려운 거야 그대 미안해요 우리 약속하지 말아요 내일은 또 모르잖아요 하지만 이 말 만은 진심이야 그대 좋아해요",
빅뱅,MADE,에라 모르겠다,2016.12.13.,"TEDDY,?G-DRAGON,?T.O.P",No I don’t wanna go too fast Cuz nothing really lasts I think I need some time But I can’t get you off my mind 일단 시작부터 제일 센 걸로 부탁해 바텐더 연속해 들이키고 나니 모두 다 예뻐 보여 침이 고여 these ladies so loyal 그러다 널 처음 봤어 geez girl love me tender 난 씩씩하게 말을 걸어 넌 저기 시시한 여자와는 달리 틱틱 거려 칙칙하던 분위기에 한 줄기 빛 설렘 정도가 지나쳐 마치 사춘기 훔치는 너의 눈빛에 입술은 바짝 마르지 오랜만에 느껴보는 이런 떨림 이러지도 저러지도 못해 나 이 밤이 다 가기 전에 난 널 내 품 안에 원해 Real love? I think I wanna just 고민고민 하지마 Hey 에라 모르겠다 I Love ya 에라 모르겠다 I Love ya 에라 모르겠다 I Love ya Girl I wanna get down 에라 모르겠다 에라 모르겠다 에라 모르겠다 Girl I wanna get down 설렘을 찾고 싶어 마르고 닳도록 난 여러 명의 포로 도망치네 이곳 빠삐용 나 지긋지긋 희끗희끗 흰머리가 나 양아치 이제 끝 바람둥이 한 가닥 나라는 남자를 모르던 그런 네가 좋았지 몰래 난 원래 모든 Girl 싫증 잘 느끼는 벌레 나이를 먹어도 사랑은 단 1도 모르겠어 뒤처리를 못해 피눈물 없는 로맨스 장단 없는 game 너는 오락가락하고 멜로디가 다른 알토와 소프라노 어차피 우리는 끊어질 거야 딱 잘라 말할게 타락해버린 꿈에 Eldorado 훔치는 너의 눈빛에 입술은 바짝 마르지 오랜만에 느껴보는 이런 떨림 이러지도 저러지도 못해 나 이 밤이 다 가기 전에 난 널 내 품 안에 원해 Real love? I think I wanna just 고민고민 하지마 Hey 에라 모르겠다 I Love ya 에라 모르겠다 I Love ya 에라 모르겠다 I Love ya Girl I wanna get down 에라 모르겠다 에라 모르겠다 에라 모르겠다 Girl I wanna get down You & me 같이 차를 타고 ride 술 취했으니 눈 좀 붙여 잠깐만 어디 가서 쉴까 baby 난 손만 잡고 자 속은 뻔해 honey honey but I want it and you know it 에라 모르겠다 I Love ya 에라 모르겠다 I Love ya 에라 모르겠다 에라 모르겠다 에라 모르겠다 에라 모르겠다 에라 모르겠다 Girl I wanna get down Girl I wanna get down Girl I wanna get down 에라 모르겠다 I Love ya 에라 모르겠다 I Love ya 에라 모르겠다 I Love ya Girl I wanna get down 에라 모르겠다 에라 모르겠다 에라 모르겠다 Girl I wanna get down,
